Category,Name,Price_PLN,Performance_Score,Socket,RAM_Type,TDP_W,Power_W,Form_Factor,Length_mm,Height_mm
Motherboard,ASUS ATX-AM5 v1437,706,737,AM5,DDR5,,,ATX,,
Motherboard,Gigabyte ATX-LGA1851 v1438,421,490,LGA1851,DDR5,,,ATX,,
Motherboard,Gigabyte Mini-ITX-LGA1700 v1439,557,587,LGA1700,DDR4,,,Mini-ITX,,
Motherboard,ASUS ATX-LGA1200 v1440,677,737,LGA1200,DDR4,,,ATX,,
Motherboard,ASUS Mini-ITX-LGA1200 v1441,616,643,LGA1200,DDR4,,,Mini-ITX,,
Motherboard,ASRock Mini-ITX-LGA1200 v1442,1943,1843,LGA1200,DDR5,,,Mini-ITX,,
Motherboard,ASUS Mini-ITX-AM4 v1443,993,822,AM4,DDR4,,,Mini-ITX,,
Motherboard,ASUS Micro-ATX-AM4 v1444,994,962,AM4,DDR4,,,Micro-ATX,,
Motherboard,ASUS Micro-ATX-AM5 v1445,888,1000,AM5,DDR5,,,Micro-ATX,,
Motherboard,MSI ATX-LGA1700 v1446,1211,1352,LGA1700,DDR5,,,ATX,,
Motherboard,Gigabyte Micro-ATX-LGA1700 v1447,1935,2285,LGA1700,DDR4,,,Micro-ATX,,
Motherboard,ASRock Mini-ITX-AM4 v1448,779,738,AM4,DDR4,,,Mini-ITX,,
Motherboard,MSI ATX-LGA1200 v1449,1703,1723,LGA1200,DDR5,,,ATX,,
Motherboard,Gigabyte Micro-ATX-AM5 v1450,703,809,AM5,DDR5,,,Micro-ATX,,
Motherboard,ASRock Mini-ITX-AM5 v1451,1895,1944,AM5,DDR5,,,Mini-ITX,,
Motherboard,ASRock ATX-LGA1851 v1452,1257,1018,LGA1851,DDR5,,,ATX,,
Motherboard,ASUS Mini-ITX-LGA1700 v1453,1189,1100,LGA1700,DDR5,,,Mini-ITX,,
Motherboard,MSI Mini-ITX-AM5 v1454,2172,2326,AM5,DDR5,,,Mini-ITX,,
Motherboard,Gigabyte Micro-ATX-AM5 v1455,811,696,AM5,DDR5,,,Micro-ATX,,
Motherboard,MSI Micro-ATX-AM5 v1456,1594,1660,AM5,DDR5,,,Micro-ATX,,
Motherboard,ASRock ATX-AM5 v1457,950,1032,AM5,DDR5,,,ATX,,
Motherboard,ASUS ATX-AM5 v1458,1619,1437,AM5,DDR5,,,ATX,,
Motherboard,Gigabyte Mini-ITX-AM5 v1459,1531,1759,AM5,DDR5,,,Mini-ITX,,
Motherboard,ASRock Mini-ITX-AM4 v1460,2021,2173,AM4,DDR4,,,Mini-ITX,,
Motherboard,MSI Mini-ITX-AM5 v1461,2143,1958,AM5,DDR5,,,Mini-ITX,,
Motherboard,ASRock ATX-AM4 v1462,1689,1509,AM4,DDR5,,,ATX,,
Motherboard,Gigabyte Mini-ITX-LGA1200 v1463,983,1081,LGA1200,DDR5,,,Mini-ITX,,
Motherboard,Gigabyte ATX-AM5 v1464,882,1034,AM5,DDR5,,,ATX,,
Motherboard,MSI Micro-ATX-AM5 v1465,426,498,AM5,DDR5,,,Micro-ATX,,
Motherboard,ASUS Micro-ATX-LGA1200 v1466,1628,1630,LGA1200,DDR4,,,Micro-ATX,,
Motherboard,ASRock ATX-LGA1200 v1467,1740,1676,LGA1200,DDR4,,,ATX,,
Motherboard,ASRock Mini-ITX-LGA1200 v1468,1911,1759,LGA1200,DDR5,,,Mini-ITX,,
Motherboard,ASRock Mini-ITX-LGA1700 v1469,763,634,LGA1700,DDR4,,,Mini-ITX,,
Motherboard,Gigabyte Micro-ATX-LGA1700 v1470,1345,1306,LGA1700,DDR4,,,Micro-ATX,,
Motherboard,ASUS Mini-ITX-AM4 v1471,2184,2593,AM4,DDR5,,,Mini-ITX,,
Motherboard,ASUS Micro-ATX-LGA1700 v1472,1061,1191,LGA1700,DDR4,,,Micro-ATX,,
Motherboard,ASRock Mini-ITX-AM5 v1473,1524,1575,AM5,DDR5,,,Mini-ITX,,
Motherboard,Gigabyte ATX-LGA1200 v1474,1124,1347,LGA1200,DDR5,,,ATX,,
Motherboard,Gigabyte ATX-LGA1200 v1475,1715,1613,LGA1200,DDR4,,,ATX,,
Motherboard,Gigabyte ATX-LGA1851 v1476,1525,1258,LGA1851,DDR5,,,ATX,,
Motherboard,ASRock Mini-ITX-LGA1700 v1477,2173,2542,LGA1700,DDR4,,,Mini-ITX,,
Motherboard,ASUS Micro-ATX-LGA1700 v1478,1321,1096,LGA1700,DDR5,,,Micro-ATX,,
Motherboard,ASRock ATX-LGA1200 v1479,670,586,LGA1200,DDR4,,,ATX,,
Motherboard,MSI Mini-ITX-AM4 v1480,1689,1485,AM4,DDR4,,,Mini-ITX,,
Motherboard,ASUS Mini-ITX-LGA1851 v1481,822,735,LGA1851,DDR5,,,Mini-ITX,,
Motherboard,ASRock Mini-ITX-LGA1700 v1482,1266,1238,LGA1700,DDR4,,,Mini-ITX,,
Motherboard,ASUS Micro-ATX-LGA1200 v1483,423,437,LGA1200,DDR4,,,Micro-ATX,,
Motherboard,MSI Mini-ITX-LGA1851 v1484,1457,1529,LGA1851,DDR5,,,Mini-ITX,,
Motherboard,ASRock Mini-ITX-AM5 v1485,1656,1364,AM5,DDR5,,,Mini-ITX,,
Motherboard,MSI ATX-LGA1200 v1486,1598,1759,LGA1200,DDR4,,,ATX,,
Motherboard,ASUS Micro-ATX-LGA1200 v1487,745,814,LGA1200,DDR4,,,Micro-ATX,,
Motherboard,ASUS Mini-ITX-AM4 v1488,615,680,AM4,DDR4,,,Mini-ITX,,
Motherboard,MSI Micro-ATX-AM5 v1489,1518,1800,AM5,DDR5,,,Micro-ATX,,
Motherboard,ASUS ATX-AM4 v1490,1455,1464,AM4,DDR5,,,ATX,,
Motherboard,ASRock ATX-LGA1200 v1491,485,562,LGA1200,DDR4,,,ATX,,
Motherboard,MSI Mini-ITX-LGA1851 v1492,604,510,LGA1851,DDR5,,,Mini-ITX,,
Motherboard,ASRock Micro-ATX-LGA1200 v1493,987,983,LGA1200,DDR5,,,Micro-ATX,,
Motherboard,ASUS ATX-AM5 v1494,783,751,AM5,DDR5,,,ATX,,
Motherboard,Gigabyte ATX-LGA1200 v1495,1785,1671,LGA1200,DDR4,,,ATX,,
Motherboard,Gigabyte Micro-ATX-LGA1200 v1496,1792,2078,LGA1200,DDR5,,,Micro-ATX,,
Motherboard,ASUS ATX-AM4 v1497,1015,1185,AM4,DDR4,,,ATX,,
Motherboard,ASUS Mini-ITX-LGA1700 v1498,620,723,LGA1700,DDR5,,,Mini-ITX,,
Motherboard,Gigabyte Mini-ITX-AM5 v1499,1595,1621,AM5,DDR5,,,Mini-ITX,,
RAM,Crucial DDR4 4800MHz CL23-0,692,796,,DDR4,,,,,
RAM,Crucial DDR5 3600MHz CL16-1,1146,1131,,DDR5,,,,,
RAM,Corsair DDR5 3600MHz CL35-2,783,710,,DDR5,,,,,
RAM,Kingston DDR5 3600MHz CL36-3,1349,1176,,DDR5,,,,,
RAM,Kingston DDR4 5200MHz CL22-4,1368,1294,,DDR4,,,,,
RAM,G.Skill DDR5 3200MHz CL17-5,1081,1015,,DDR5,,,,,
RAM,Kingston DDR5 5200MHz CL17-6,924,951,,DDR5,,,,,
RAM,Kingston DDR4 7200MHz CL18-7,455,405,,DDR4,,,,,
RAM,Corsair DDR5 5200MHz CL22-8,784,806,,DDR5,,,,,
RAM,Kingston DDR5 7200MHz CL29-9,638,559,,DDR5,,,,,
RAM,G.Skill DDR5 3600MHz CL21-10,270,284,,DDR5,,,,,
RAM,Kingston DDR4 6000MHz CL27-11,350,341,,DDR4,,,,,
RAM,Kingston DDR5 3200MHz CL39-12,934,975,,DDR5,,,,,
RAM,Crucial DDR5 3200MHz CL17-13,1292,1079,,DDR5,,,,,
RAM,Corsair DDR5 7200MHz CL34-14,1200,1298,,DDR5,,,,,
RAM,Crucial DDR5 6000MHz CL15-15,1490,1756,,DDR5,,,,,
RAM,Corsair DDR4 5200MHz CL34-16,586,549,,DDR4,,,,,
RAM,Crucial DDR5 3200MHz CL33-17,365,296,,DDR5,,,,,
RAM,G.Skill DDR5 7200MHz CL29-18,1499,1620,,DDR5,,,,,
RAM,Kingston DDR5 5200MHz CL36-19,1409,1299,,DDR5,,,,,
RAM,Crucial DDR5 3200MHz CL16-20,532,529,,DDR5,,,,,
RAM,G.Skill DDR5 6000MHz CL15-21,980,1102,,DDR5,,,,,
RAM,Corsair DDR4 4800MHz CL20-22,1189,1322,,DDR4,,,,,
RAM,Crucial DDR5 3200MHz CL37-23,1035,1159,,DDR5,,,,,
RAM,G.Skill DDR4 3200MHz CL38-24,1316,1442,,DDR4,,,,,
RAM,Crucial DDR4 7200MHz CL24-25,601,577,,DDR4,,,,,
RAM,G.Skill DDR4 4800MHz CL28-26,434,391,,DDR4,,,,,
RAM,Kingston DDR4 3200MHz CL37-27,1270,1185,,DDR4,,,,,
RAM,G.Skill DDR4 5200MHz CL40-28,671,689,,DDR4,,,,,
RAM,Kingston DDR4 3200MHz CL18-29,645,766,,DDR4,,,,,
RAM,Kingston DDR4 7200MHz CL30-30,877,850,,DDR4,,,,,
RAM,Corsair DDR5 6000MHz CL25-31,909,978,,DDR5,,,,,
RAM,G.Skill DDR4 6000MHz CL15-32,644,738,,DDR4,,,,,
RAM,Kingston DDR5 4800MHz CL23-33,877,1044,,DDR5,,,,,
RAM,Crucial DDR4 5200MHz CL20-34,1130,1294,,DDR4,,,,,
RAM,G.Skill DDR4 3600MHz CL21-35,1441,1399,,DDR4,,,,,
RAM,Corsair DDR5 3200MHz CL21-36,1427,1318,,DDR5,,,,,
RAM,G.Skill DDR5 5200MHz CL39-37,992,903,,DDR5,,,,,
RAM,Crucial DDR4 7200MHz CL14-38,288,334,,DDR4,,,,,
RAM,G.Skill DDR4 4800MHz CL36-39,558,640,,DDR4,,,,,
RAM,Kingston DDR5 7200MHz CL19-40,446,505,,DDR5,,,,,
RAM,Corsair DDR4 3600MHz CL21-41,537,639,,DDR4,,,,,
RAM,Crucial DDR5 5200MHz CL21-42,265,299,,DDR5,,,,,
RAM,Kingston DDR5 4800MHz CL18-43,420,432,,DDR5,,,,,
RAM,G.Skill DDR4 7200MHz CL16-44,216,204,,DDR4,,,,,
RAM,G.Skill DDR5 5200MHz CL30-45,196,202,,DDR5,,,,,
RAM,Crucial DDR5 6000MHz CL21-46,913,822,,DDR5,,,,,
RAM,Corsair DDR5 4800MHz CL22-47,1404,1450,,DDR5,,,,,
RAM,Corsair DDR5 3200MHz CL20-48,255,275,,DDR5,,,,,
RAM,Kingston DDR5 3600MHz CL22-49,1382,1211,,DDR5,,,,,
RAM,Corsair DDR4 7200MHz CL24-50,431,460,,DDR4,,,,,
RAM,G.Skill DDR5 6000MHz CL15-51,853,869,,DDR5,,,,,
RAM,Crucial DDR5 5200MHz CL31-52,1207,1224,,DDR5,,,,,
RAM,G.Skill DDR4 3200MHz CL15-53,555,462,,DDR4,,,,,
RAM,Kingston DDR5 6000MHz CL21-54,1162,1172,,DDR5,,,,,
RAM,Crucial DDR4 7200MHz CL25-55,522,475,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL32-56,1194,1227,,DDR4,,,,,
RAM,Corsair DDR4 7200MHz CL33-57,1058,963,,DDR4,,,,,
RAM,Crucial DDR4 3200MHz CL30-58,701,695,,DDR4,,,,,
RAM,G.Skill DDR4 5200MHz CL31-59,1308,1350,,DDR4,,,,,
RAM,Corsair DDR5 7200MHz CL34-60,767,684,,DDR5,,,,,
RAM,Corsair DDR4 3600MHz CL31-61,759,819,,DDR4,,,,,
RAM,G.Skill DDR5 7200MHz CL23-62,202,219,,DDR5,,,,,
RAM,Kingston DDR5 4800MHz CL22-63,1342,1259,,DDR5,,,,,
RAM,G.Skill DDR5 3200MHz CL16-64,803,727,,DDR5,,,,,
RAM,G.Skill DDR4 7200MHz CL25-65,202,173,,DDR4,,,,,
RAM,Kingston DDR5 5200MHz CL24-66,219,260,,DDR5,,,,,
RAM,Crucial DDR5 5200MHz CL30-67,1156,1225,,DDR5,,,,,
RAM,Kingston DDR5 5200MHz CL26-68,1248,1073,,DDR5,,,,,
RAM,Kingston DDR5 7200MHz CL20-69,351,356,,DDR5,,,,,
RAM,G.Skill DDR4 3200MHz CL32-70,659,782,,DDR4,,,,,
RAM,G.Skill DDR4 6000MHz CL21-71,253,296,,DDR4,,,,,
RAM,Kingston DDR4 5200MHz CL24-72,661,670,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL30-73,1313,1136,,DDR4,,,,,
RAM,G.Skill DDR4 5200MHz CL18-74,293,347,,DDR4,,,,,
RAM,Crucial DDR5 6000MHz CL28-75,329,305,,DDR5,,,,,
RAM,G.Skill DDR5 6000MHz CL14-76,802,758,,DDR5,,,,,
RAM,Corsair DDR4 5200MHz CL17-77,672,555,,DDR4,,,,,
RAM,Kingston DDR5 4800MHz CL28-78,1297,1128,,DDR5,,,,,
RAM,Corsair DDR5 4800MHz CL37-79,1083,1227,,DDR5,,,,,
RAM,Corsair DDR4 3200MHz CL24-80,1491,1333,,DDR4,,,,,
RAM,G.Skill DDR5 5200MHz CL18-81,1406,1298,,DDR5,,,,,
RAM,G.Skill DDR4 5200MHz CL20-82,1175,1196,,DDR4,,,,,
RAM,Corsair DDR5 3200MHz CL16-83,985,806,,DDR5,,,,,
RAM,Corsair DDR4 3600MHz CL37-84,1087,1245,,DDR4,,,,,
RAM,Crucial DDR4 5200MHz CL30-85,1064,1179,,DDR4,,,,,
RAM,G.Skill DDR5 3600MHz CL37-86,554,654,,DDR5,,,,,
RAM,G.Skill DDR4 6000MHz CL32-87,170,182,,DDR4,,,,,
RAM,Kingston DDR4 3600MHz CL33-88,388,404,,DDR4,,,,,
RAM,Crucial DDR5 3600MHz CL17-89,1354,1277,,DDR5,,,,,
RAM,G.Skill DDR5 3600MHz CL17-90,357,371,,DDR5,,,,,
RAM,Crucial DDR4 3600MHz CL38-91,1421,1296,,DDR4,,,,,
RAM,Kingston DDR5 6000MHz CL24-92,1076,989,,DDR5,,,,,
RAM,Crucial DDR4 4800MHz CL24-93,939,1093,,DDR4,,,,,
RAM,Kingston DDR4 3200MHz CL40-94,829,813,,DDR4,,,,,
RAM,Kingston DDR4 4800MHz CL32-95,1373,1232,,DDR4,,,,,
RAM,Kingston DDR5 5200MHz CL28-96,483,526,,DDR5,,,,,
RAM,Corsair DDR4 5200MHz CL16-97,913,733,,DDR4,,,,,
RAM,Corsair DDR5 7200MHz CL24-98,818,672,,DDR5,,,,,
RAM,Corsair DDR4 4800MHz CL16-99,1279,1062,,DDR4,,,,,
RAM,Crucial DDR4 4800MHz CL24-100,428,510,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL21-101,1360,1160,,DDR4,,,,,
RAM,Crucial DDR5 4800MHz CL24-102,1159,1285,,DDR5,,,,,
RAM,G.Skill DDR5 7200MHz CL15-103,1051,1074,,DDR5,,,,,
RAM,Kingston DDR4 3200MHz CL21-104,952,1033,,DDR4,,,,,
RAM,Crucial DDR4 4800MHz CL23-105,981,1102,,DDR4,,,,,
RAM,Crucial DDR5 3600MHz CL38-106,742,868,,DDR5,,,,,
RAM,Crucial DDR4 3200MHz CL31-107,1364,1131,,DDR4,,,,,
RAM,Crucial DDR5 5200MHz CL40-108,445,379,,DDR5,,,,,
RAM,Corsair DDR5 6000MHz CL16-109,821,690,,DDR5,,,,,
RAM,G.Skill DDR4 5200MHz CL24-110,950,766,,DDR4,,,,,
RAM,Crucial DDR5 3200MHz CL35-111,632,692,,DDR5,,,,,
RAM,Corsair DDR5 6000MHz CL40-112,1170,981,,DDR5,,,,,
RAM,Kingston DDR4 5200MHz CL32-113,679,705,,DDR4,,,,,
RAM,Corsair DDR4 7200MHz CL28-114,869,826,,DDR4,,,,,
RAM,Corsair DDR5 3200MHz CL14-115,607,672,,DDR5,,,,,
RAM,Crucial DDR4 4800MHz CL30-116,946,1132,,DDR4,,,,,
RAM,Crucial DDR5 4800MHz CL28-117,379,370,,DDR5,,,,,
RAM,Crucial DDR4 4800MHz CL20-118,725,654,,DDR4,,,,,
RAM,G.Skill DDR5 5200MHz CL16-119,1115,1183,,DDR5,,,,,
RAM,G.Skill DDR5 6000MHz CL14-120,1363,1223,,DDR5,,,,,
RAM,G.Skill DDR5 3600MHz CL21-121,369,375,,DDR5,,,,,
RAM,Kingston DDR5 5200MHz CL31-122,958,939,,DDR5,,,,,
RAM,G.Skill DDR4 5200MHz CL19-123,852,718,,DDR4,,,,,
RAM,Crucial DDR5 7200MHz CL22-124,1484,1635,,DDR5,,,,,
RAM,Crucial DDR5 3600MHz CL26-125,878,983,,DDR5,,,,,
RAM,G.Skill DDR5 4800MHz CL27-126,1490,1521,,DDR5,,,,,
RAM,Corsair DDR5 6000MHz CL25-127,237,272,,DDR5,,,,,
RAM,G.Skill DDR5 4800MHz CL22-128,1027,1065,,DDR5,,,,,
RAM,Crucial DDR4 5200MHz CL18-129,763,858,,DDR4,,,,,
RAM,Corsair DDR4 6000MHz CL16-130,794,883,,DDR4,,,,,
RAM,Kingston DDR5 3600MHz CL29-131,1113,1264,,DDR5,,,,,
RAM,Kingston DDR4 4800MHz CL19-132,1087,1254,,DDR4,,,,,
RAM,G.Skill DDR4 4800MHz CL15-133,1106,1175,,DDR4,,,,,
RAM,Corsair DDR5 4800MHz CL39-134,698,693,,DDR5,,,,,
RAM,G.Skill DDR5 7200MHz CL39-135,1248,1443,,DDR5,,,,,
RAM,G.Skill DDR5 5200MHz CL21-136,340,300,,DDR5,,,,,
RAM,G.Skill DDR4 5200MHz CL33-137,927,851,,DDR4,,,,,
RAM,Crucial DDR4 3600MHz CL24-138,1119,1027,,DDR4,,,,,
RAM,Kingston DDR5 5200MHz CL15-139,1208,1057,,DDR5,,,,,
RAM,Kingston DDR4 5200MHz CL30-140,720,786,,DDR4,,,,,
RAM,Corsair DDR5 6000MHz CL23-141,371,304,,DDR5,,,,,
RAM,G.Skill DDR4 7200MHz CL21-142,1425,1144,,DDR4,,,,,
RAM,Corsair DDR5 5200MHz CL20-143,477,476,,DDR5,,,,,
RAM,Kingston DDR4 4800MHz CL38-144,1010,981,,DDR4,,,,,
RAM,G.Skill DDR4 5200MHz CL17-145,435,508,,DDR4,,,,,
RAM,Corsair DDR5 3600MHz CL37-146,956,862,,DDR5,,,,,
RAM,Corsair DDR4 7200MHz CL37-147,1319,1227,,DDR4,,,,,
RAM,Corsair DDR4 7200MHz CL30-148,567,589,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL38-149,960,1069,,DDR4,,,,,
RAM,Kingston DDR5 4800MHz CL15-150,1086,1118,,DDR5,,,,,
RAM,Corsair DDR4 4800MHz CL37-151,519,518,,DDR4,,,,,
RAM,Kingston DDR5 6000MHz CL23-152,661,785,,DDR5,,,,,
RAM,G.Skill DDR5 3200MHz CL15-153,840,891,,DDR5,,,,,
RAM,Kingston DDR5 3200MHz CL21-154,1129,911,,DDR5,,,,,
RAM,G.Skill DDR5 3200MHz CL20-155,292,316,,DDR5,,,,,
RAM,Corsair DDR4 5200MHz CL32-156,501,481,,DDR4,,,,,
RAM,Kingston DDR5 6000MHz CL14-157,1303,1073,,DDR5,,,,,
RAM,G.Skill DDR5 4800MHz CL36-158,745,866,,DDR5,,,,,
RAM,Kingston DDR5 6000MHz CL22-159,1286,1102,,DDR5,,,,,
RAM,Kingston DDR5 4800MHz CL37-160,676,651,,DDR5,,,,,
RAM,Crucial DDR4 3200MHz CL29-161,573,515,,DDR4,,,,,
RAM,Kingston DDR4 5200MHz CL33-162,634,642,,DDR4,,,,,
RAM,Crucial DDR4 5200MHz CL30-163,214,205,,DDR4,,,,,
RAM,Crucial DDR4 6000MHz CL20-164,1052,1096,,DDR4,,,,,
RAM,Corsair DDR5 4800MHz CL35-165,504,572,,DDR5,,,,,
RAM,Corsair DDR5 3200MHz CL35-166,1325,1332,,DDR5,,,,,
RAM,Crucial DDR4 3600MHz CL34-167,896,1033,,DDR4,,,,,
RAM,G.Skill DDR5 3600MHz CL33-168,743,611,,DDR5,,,,,
RAM,Crucial DDR5 6000MHz CL21-169,578,470,,DDR5,,,,,
RAM,G.Skill DDR4 3600MHz CL16-170,464,527,,DDR4,,,,,
RAM,Corsair DDR5 7200MHz CL25-171,248,216,,DDR5,,,,,
RAM,Corsair DDR4 7200MHz CL16-172,311,353,,DDR4,,,,,
RAM,Kingston DDR5 7200MHz CL28-173,1045,1053,,DDR5,,,,,
RAM,G.Skill DDR4 6000MHz CL19-174,655,625,,DDR4,,,,,
RAM,Crucial DDR4 3200MHz CL20-175,844,701,,DDR4,,,,,
RAM,G.Skill DDR5 3600MHz CL16-176,219,242,,DDR5,,,,,
RAM,G.Skill DDR4 3600MHz CL30-177,1415,1133,,DDR4,,,,,
RAM,G.Skill DDR4 5200MHz CL35-178,1304,1253,,DDR4,,,,,
RAM,Corsair DDR4 7200MHz CL17-179,516,442,,DDR4,,,,,
RAM,Corsair DDR4 6000MHz CL23-180,642,692,,DDR4,,,,,
RAM,G.Skill DDR4 3200MHz CL20-181,1197,1124,,DDR4,,,,,
RAM,Crucial DDR4 3600MHz CL17-182,756,742,,DDR4,,,,,
RAM,Crucial DDR5 4800MHz CL15-183,1060,1109,,DDR5,,,,,
RAM,Crucial DDR5 7200MHz CL40-184,790,798,,DDR5,,,,,
RAM,Kingston DDR4 7200MHz CL35-185,838,949,,DDR4,,,,,
RAM,Crucial DDR5 5200MHz CL35-186,1471,1249,,DDR5,,,,,
RAM,G.Skill DDR4 3600MHz CL36-187,521,522,,DDR4,,,,,
RAM,Crucial DDR4 4800MHz CL29-188,1343,1548,,DDR4,,,,,
RAM,Corsair DDR5 3200MHz CL22-189,1254,1017,,DDR5,,,,,
RAM,Kingston DDR5 7200MHz CL24-190,875,1046,,DDR5,,,,,
RAM,G.Skill DDR5 5200MHz CL21-191,1432,1344,,DDR5,,,,,
RAM,G.Skill DDR5 3600MHz CL30-192,273,272,,DDR5,,,,,
RAM,Kingston DDR5 3200MHz CL16-193,302,242,,DDR5,,,,,
RAM,Corsair DDR5 7200MHz CL29-194,648,662,,DDR5,,,,,
RAM,Crucial DDR5 6000MHz CL24-195,797,773,,DDR5,,,,,
RAM,Crucial DDR4 3200MHz CL34-196,274,265,,DDR4,,,,,
RAM,G.Skill DDR4 7200MHz CL32-197,1338,1277,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL24-198,282,253,,DDR4,,,,,
RAM,Crucial DDR4 5200MHz CL31-199,324,328,,DDR4,,,,,
RAM,Kingston DDR4 3200MHz CL17-200,410,379,,DDR4,,,,,
RAM,Corsair DDR5 7200MHz CL33-201,300,339,,DDR5,,,,,
RAM,Corsair DDR4 6000MHz CL23-202,1214,1302,,DDR4,,,,,
RAM,Corsair DDR4 6000MHz CL30-203,985,867,,DDR4,,,,,
RAM,Crucial DDR4 3200MHz CL32-204,819,845,,DDR4,,,,,
RAM,Crucial DDR4 7200MHz CL18-205,921,1091,,DDR4,,,,,
RAM,Kingston DDR5 7200MHz CL23-206,715,577,,DDR5,,,,,
RAM,G.Skill DDR5 5200MHz CL28-207,902,871,,DDR5,,,,,
RAM,Corsair DDR4 7200MHz CL37-208,1279,1366,,DDR4,,,,,
RAM,Crucial DDR4 5200MHz CL26-209,1281,1033,,DDR4,,,,,
RAM,G.Skill DDR4 6000MHz CL19-210,1328,1455,,DDR4,,,,,
RAM,Corsair DDR4 5200MHz CL25-211,247,283,,DDR4,,,,,
RAM,Corsair DDR5 3600MHz CL14-212,1027,835,,DDR5,,,,,
RAM,G.Skill DDR4 3600MHz CL17-213,471,391,,DDR4,,,,,
RAM,Kingston DDR5 3600MHz CL40-214,346,396,,DDR5,,,,,
RAM,Crucial DDR5 6000MHz CL25-215,626,677,,DDR5,,,,,
RAM,Kingston DDR4 4800MHz CL26-216,822,682,,DDR4,,,,,
RAM,Corsair DDR4 7200MHz CL27-217,341,353,,DDR4,,,,,
RAM,Kingston DDR5 7200MHz CL39-218,171,204,,DDR5,,,,,
RAM,Corsair DDR5 5200MHz CL15-219,877,992,,DDR5,,,,,
RAM,Corsair DDR5 6000MHz CL30-220,258,234,,DDR5,,,,,
RAM,G.Skill DDR5 6000MHz CL39-221,1145,1140,,DDR5,,,,,
RAM,G.Skill DDR4 7200MHz CL27-222,402,477,,DDR4,,,,,
RAM,Crucial DDR4 4800MHz CL33-223,1224,1448,,DDR4,,,,,
RAM,Kingston DDR4 7200MHz CL35-224,1118,1060,,DDR4,,,,,
RAM,Kingston DDR5 6000MHz CL23-225,721,856,,DDR5,,,,,
RAM,Kingston DDR4 6000MHz CL40-226,647,535,,DDR4,,,,,
RAM,Crucial DDR5 3600MHz CL25-227,493,497,,DDR5,,,,,
RAM,Corsair DDR4 3200MHz CL25-228,1440,1443,,DDR4,,,,,
RAM,G.Skill DDR5 6000MHz CL27-229,394,374,,DDR5,,,,,
RAM,Kingston DDR4 3600MHz CL26-230,1288,1445,,DDR4,,,,,
RAM,G.Skill DDR4 7200MHz CL34-231,286,294,,DDR4,,,,,
RAM,Kingston DDR5 6000MHz CL32-232,229,247,,DDR5,,,,,
RAM,Corsair DDR5 3600MHz CL22-233,336,298,,DDR5,,,,,
RAM,G.Skill DDR4 3600MHz CL15-234,1259,1496,,DDR4,,,,,
RAM,Kingston DDR4 3200MHz CL17-235,1221,1415,,DDR4,,,,,
RAM,Kingston DDR5 3600MHz CL37-236,358,316,,DDR5,,,,,
RAM,Corsair DDR5 3200MHz CL28-237,714,654,,DDR5,,,,,
RAM,Kingston DDR5 5200MHz CL34-238,857,1008,,DDR5,,,,,
RAM,Crucial DDR4 3200MHz CL39-239,1468,1265,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL29-240,771,726,,DDR4,,,,,
RAM,Crucial DDR5 6000MHz CL38-241,1174,952,,DDR5,,,,,
RAM,G.Skill DDR5 6000MHz CL38-242,874,708,,DDR5,,,,,
RAM,G.Skill DDR5 4800MHz CL30-243,379,415,,DDR5,,,,,
RAM,Corsair DDR4 3200MHz CL20-244,339,361,,DDR4,,,,,
RAM,G.Skill DDR4 4800MHz CL26-245,819,893,,DDR4,,,,,
RAM,Crucial DDR5 6000MHz CL19-246,1355,1616,,DDR5,,,,,
RAM,Kingston DDR4 7200MHz CL27-247,1413,1363,,DDR4,,,,,
RAM,G.Skill DDR4 3600MHz CL16-248,742,880,,DDR4,,,,,
RAM,Crucial DDR5 6000MHz CL34-249,188,185,,DDR5,,,,,
RAM,Kingston DDR5 3200MHz CL14-250,1482,1467,,DDR5,,,,,
RAM,Corsair DDR5 6000MHz CL22-251,177,199,,DDR5,,,,,
RAM,Corsair DDR4 5200MHz CL33-252,190,157,,DDR4,,,,,
RAM,Corsair DDR4 5200MHz CL32-253,744,820,,DDR4,,,,,
RAM,Crucial DDR5 4800MHz CL38-254,686,707,,DDR5,,,,,
RAM,Kingston DDR4 5200MHz CL14-255,195,231,,DDR4,,,,,
RAM,Kingston DDR4 3200MHz CL14-256,1300,1445,,DDR4,,,,,
RAM,Crucial DDR4 4800MHz CL24-257,519,605,,DDR4,,,,,
RAM,Kingston DDR5 5200MHz CL37-258,1381,1131,,DDR5,,,,,
RAM,Corsair DDR4 7200MHz CL26-259,1135,1106,,DDR4,,,,,
RAM,Corsair DDR4 7200MHz CL34-260,323,303,,DDR4,,,,,
RAM,Corsair DDR4 4800MHz CL15-261,404,397,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL34-262,650,566,,DDR4,,,,,
RAM,Corsair DDR4 3200MHz CL22-263,735,764,,DDR4,,,,,
RAM,Corsair DDR5 3600MHz CL35-264,1281,1034,,DDR5,,,,,
RAM,Corsair DDR5 4800MHz CL17-265,1321,1525,,DDR5,,,,,
